,x,y
0,0.7712703466859457,2.474538221214042
1,0.06355835028602363,1.1927720614354302
2,0.8631034258755935,2.912784302865663
3,0.02541912674409519,1.0785073334211923
4,0.7319939418114051,2.4731639612763603
5,0.07404465173409036,1.1713146731842812
6,0.1987156815341724,1.2653857017599173
7,0.3109823217156622,1.5244964764085922
8,0.4722149251619493,1.9857079430175484
9,0.9695846277645586,2.8401156230160485
10,0.12203823484477883,1.2406052927190334
11,0.7751328233611146,2.493635873761952
12,0.8021969807540397,2.6228573473613097
13,0.7296061783380641,2.5750719145768683
14,0.09767211400638387,1.4416684392612964
15,0.18485445552552704,1.588754473632052
16,0.15601864044243652,1.290070092101122
17,0.020584494295802447,1.1327092003618122
18,0.9868869366005173,3.0519561603787655
19,0.6232981268275579,2.2939795457462946
20,0.7080725777960455,2.3659694512336373
21,0.5978999788110851,2.040733614515557
22,0.9218742350231168,2.8506047675268364
23,0.6375574713552131,2.1930467108752554
24,0.28093450968738076,1.5846150128351744
25,0.2587799816000169,1.5966631579043384
26,0.1195942459383017,1.3213945078760525
27,0.7290071680409873,2.4926591570316723
28,0.9488855372533332,2.8903264829300497
29,0.6075448519014384,2.4037082939239296
30,0.5612771975694962,2.0471807787032437
31,0.49379559636439074,1.9060101642322376
32,0.18182496720710062,1.3733576893490054
33,0.2713490317738959,1.5104919119272242
34,0.9699098521619943,2.972694815289957
35,0.21233911067827616,1.4760049646678879
36,0.18340450985343382,1.4636735187601566
37,0.8661761457749352,2.6805252697225055
38,0.3745401188473625,1.757784944518542
39,0.2912291401980419,1.436106785582872
40,0.8083973481164611,2.614143308688001
41,0.05808361216819946,1.2639566288105506
42,0.8324426408004217,2.6119092612241395
43,0.5426960831582485,2.21610644174474
44,0.7722447692966574,2.4207944675055066
45,0.8872127425763265,2.8707630980770853
46,0.0884925020519195,1.0707546327312285
47,0.045227288910538066,0.9985121543976958
48,0.5924145688620425,2.1687005665574843
49,0.6842330265121569,2.349229956546201
50,0.713244787222995,2.616168872711385
51,0.034388521115218396,1.183059323681939
52,0.6011150117432088,2.1213806631970984
53,0.8154614284548342,2.660621324232987
54,0.4401524937396013,1.9104597217125638
55,0.32518332202674705,1.7290751044277393
56,0.7851759613930136,2.528287390509491
57,0.7607850486168974,2.4970312856335077
58,0.4951769101112702,1.873486016460587
59,0.19967378215835974,1.3650761126640425
60,0.9507143064099162,2.8715278777732456
61,0.29214464853521815,1.5848006427346824
62,0.13949386065204183,1.3050932485220725
63,0.31171107608941095,1.7637015832724319
64,0.7068573438476171,2.438763972729822
65,0.11586905952512971,1.1603029772476225
66,0.3584657285442726,1.7462387044184133
67,0.005522117123602399,1.0632383908088945
68,0.1959828624191452,1.4393249679018085
69,0.8948273504276488,2.7393071354436778
70,0.45606998421703593,1.7706028942290304
71,0.5247564316322378,2.016746648604699
72,0.14092422497476265,1.1211001264934026
73,0.06505159298527952,1.1558582250428355
74,0.17052412368729153,1.358506028657767
75,0.8287375091519293,2.7388267400408255
76,0.32533033076326434,1.8056541020282826
77,0.9394989415641891,2.8889630196371425
78,0.3308980248526492,1.5426656999850334
79,0.3663618432936917,1.7092649732498688
